报表日期	20260630	20260331	20251231	20250930	20250630	20250331	20241231	20240930	20240630	20240331	20231231	20230930	20230630	20230331	20221231	20220930	20220630	20220331	20211231	20210930	20210630	20210331	20201231	20200930	20200630	20200331	20191231	20190930	20190630	20190331	20181231	20180930	20180630	20180331	20171231	20170930	20170630	20170331	20161231	20160930	20160630	20160331	20151231	20150930	20150630	20150331	20141231	20140930	20140630	20140331	20131231	20130930	20130630	20130331	20121231	20120930	20120630	20120331	20111231	20110930	20110630	20110331	20101231	20100930	20100630	20100331	20091231	20090930	20090630	20090331	20081231	20080930	20080630	20080331	20071231	20070930	20070630	20070331	20061231	20060930	20060630	20060331	20051231	20050930	20050630	20050331	20041231	20040930	20040630	20040331	20031231	20030930	20030630	20030331	20021231	20020930	20020630	20020331	20011231	20010630	20001231	20000630	19991231	19990630	19981231	19971231	19961231	19951231	19700101	
单位	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元	元		
流动资产
其他应付款(合计)	747773283.62	721947643.77	773868702.97	752464047.81	818119429.72	799335097.04	837917478.11	729231863.97	732873947.16	702198243.25	819580994.94	790370431.90	895517823.74	808120913.10	902220535.41	969113427.58	1044761459.53	780084795.28	790734964.38	835139091.57	1086146699.63	986838578.99	885599607.38	1510682111.14	2214828499.51	822478932.07	970114482.45	800034008.55	809279846.54	638614225.40	662749127.93	629036695.80	741980027.14	789031426.17	821834498.53	0	754748557.07	797856728.24	859752519.84	0	859835210.61	878145258.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
应付利息	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0	3150869.37	311406.24	349434.56	461568.91	1957921.31	3664635.84	0	3687921.82	4426419.62	4034079.23	4474994.20	4791793.87	3220052.30	750025.01	180408.90	81666.66	114333.30	155615.82	193194.40	234513.71	350142.62	494431.78	577485.06	462516.40	466828.43	897013.47	827426.49	699776.34	3491718.65	283333.29	2476587.58	0	0	6143630.34	748195.43	475697.19	220392.16	0	1014166.67	1014166.67	939166.67	939166.67	864166.67	864166.67	789166.67	789166.67	714166.67	714166.67	639166.67	639166.67	564166.67	564166.67	489166.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
应付股利	5541330.33	0	15090200.64	0	23950813.00	11118922.06	29458474.87	11209207.58	39342829.69	26073728.69	54945747.35	18309911.97	44190330.26	20715979.73	84890733.49	0	0	12620713.39	35308576.28	0	27555935.77	53374272.39	89896338.39	334419496.13	1037613106.58	123607556.39	123607556.39	33962215.02	41423303.58	51217157.66	70290553.92	0	73478477.00	134065166.16	140023774.05	40165171.21	40165171.21	104004555.20	118669486.46	1091375767.52	131357705.92	253405815.06	1423459.07	46479309.44	59024968.08	143757140.05	0	14616252.24	43170775.08	3308027078.93	256725463.77	1046684.57	1046684.57	108521021.18	1712644.20	4184984.37	502724.91	111493607.40	288135229.96	18181016.56	327262361.31	97506703.61	207940630.35	502724.91	606500599.71	18226776.50	505699.71	502724.91	502724.91	34998397.51	502724.91	502724.91	502724.91	502724.95	15380416.65	502724.95	2679099.52	82647406.35	0	3234943.00	3234943.00	3234943.00	126296.97	126296.97	7287239.09	324924242.18	0	0	6824042.66	247483042.66	17936549.87	0	0	171185000.00	24084278.08	0	0	43855500.00	67921257.77	0	170584535.44	0.04	35839861.19	21763199.54	26369252.77	41996663.56	70924355.00	64233396.65	0	
其他应付款	0	0	0	0	794168616.72	0	808459003.24	0	693531117.47	0	764635247.59	0	851327493.48	0	817329801.92	0	1044761459.53	0	755426388.10	0	1058590763.86	0	795703268.99	0	1177215392.93	0	846195519.82	0	767394974.05	0	588793938.17	629036695.80	664813628.32	650539840.39	677776645.25	724159692.87	709791591.99	690632120.74	740333008.37	643404619.43	728395838.03	624625109.70	596604938.82	605385368.01	497049215.54	457403707.87	471897902.80	402384912.60	387874812.38	372429777.70	370318676.33	367564734.42	347039417.18	639319774.64	631034401.80	636178613.90	313550708.01	310059204.12	542366389.60	307019126.78	291950125.58	284572683.07	283860485.34	258672000.72	232778725.53	215693479.10	203710691.74	183898941.37	166609309.15	153098549.09	141163407.43	142499706.95	124571182.25	110438981.78	118701240.84	108455234.50	103123827.44	96680184.32	112675251.30	108375839.04	105752282.06	147329332.42	153621950.54	130077495.94	121140311.53	121852057.06	119063958.42	97378494.53	81319971.25	90370511.26	182417985.91	94384468.49	91429254.79	65814016.22	22967361.12	31264028.38	19578317.70	42732162.36	20349580.79	73600293.78	78773780.22	127828206.99	55282046.97	28311993.53	64269977.90	90965749.88	91953351.61	66986531.23	0	
预提费用	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23668849.75	273626177.87	235359033.14	142024544.01	6601569.72	139473947.20	70328910.00	57407581.57	3060595.17	97527931.00	62142988.15	42917803.85	19189897.48	147512364.68	114633711.26	71323924.62	10153229.71	110715373.02	54286878.41	52802422.00	119695.97	16672106.82	74056.55	26325394.03	25620434.22	29775024.51	19850685.64	2288346.51	1776522.92	413112.24	0	
一年内的递延收益	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
应付短期债券	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
一年内到期的非流动负债	489056525.28	422661116.74	414225075.90	412239409.12	12035412.70	13681566.18	15347847.06	14729687.70	14401637.00	15157645.50	66126819.02	63727490.05	12740307.44	81976011.75	81472996.16	81464122.26	81190895.21	14928106.69	13076835.54	16046872.19	14384913.32	13312764.15	1170765.56	1160855.41	1209788.35	67984045.03	67979596.11	1136248.02	338435.33	330846.21	338807.39	338386.05	326312.45	309254.18	320950.78	327726.78	334278.56	339480.06	341855.36	329081.98	326785.54	318407.94	320004.61	313484.86	301278.21	302687.62	301544.32	303195.20	303209.98	303175.49	300455.23	302973.44	304486.34	309749.74	309749.44	0	311691.07	310183.10	0	313169.47	318920.45	323099.39	326366.66	330230.21	334655.55	336400.06	336493.70	0	0	0	0	0	0	0	0	0	20000000.00	20000000.00	20000000.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6064309.33	0	6002870.00	0	
其他流动负债	157618755.25	166565238.25	149683424.08	151271279.65	141977065.65	146172784.97	167930666.41	146225960.93	121197290.58	121789289.63	136892101.28	129705604.37	134085002.76	164097748.17	253404276.54	175304229.65	167717194.93	137807133.30	152921948.77	142614240.36	138984482.87	167470501.92	170555854.91	72548961.40	97696272.69	186736319.57	0	0	0	0	0	0	1962458.31	2484125.03	3053448.99	7084094.86	7501262.88	7723156.40	8440201.50	8605981.50	8848552.33	9650671.12	10103449.79	8771186.62	8845765.94	9361524.47	10526309.13	21297065.36	23089029.17	41915597.06	28628819.39	165122.91	1736692.09	349007.81	3400292.44	23767338.58	5056567.17	3370532.16	34324158.50	7500000.00	7500000.00	7500000.00	7733034.00	0	0	0	0	0	0	0	0	0	0	591054.85	0	198838.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
流动负债合计	19236614157.12	20078741530.57	17340312929.67	19645080922.80	16102496749.68	19375017843.16	14617521129.79	16664738404.53	13892832438.90	17578954682.59	14015667058.01	19654743038.99	14544451804.85	18442224035.60	13500865734.18	18000872481.67	11744125592.97	13189293617.66	9974398405.32	12809622053.12	10179449250.60	10805022252.19	9994949792.45	11438833615.23	13185027792.49	12089667337.87	11283570251.07	10304683852.88	9772922164.54	8562894349.63	8130886394.43	7994148662.33	7009100122.02	6685055832.74	7407039052.28	7674686148.42	7051564554.13	6752601049.06	6176433020.39	7469738880.30	4625264571.16	4656263974.26	5119302086.24	5935603861.49	5915724927.87	5064570302.46	5569406818.46	4336694759.98	3718541084.62	7178425777.28	4679893112.50	4240045311.12	3483944042.95	4208876229.80	3886656717.02	4256421114.70	1993008983.19	2322380371.60	6270611253.55	3371478443.11	3385280882.91	2186384302.30	2519369900.88	2269564901.60	2505392944.94	1886958200.63	2018880397.11	2102479904.67	2685461378.44	2508973985.41	1413231401.32	1400182957.88	1132304174.64	1237237061.32	1276325760.51	1353156745.97	1131404454.64	1056360731.36	1110065025.67	1195736533.95	1000198457.94	1034871945.78	1106152606.26	1140588972.03	1473112433.02	1342058165.65	922635074.24	899969825.57	1014904118.14	1228918209.91	904897767.92	797267548.72	833580179.07	903296136.72	738697739.54	577008131.05	531176354.56	698985137.30	567791204.43	816684661.20	614535575.75	356239737.14	369044353.62	258950911.39	350158742.17	744630985.71	715161682.96	479365159.19	0	
非流动负债
长期借款	8764258.70	8935538.93	9808690.36	9924041.86	410601244.70	610060953.52	810375894.55	810583098.50	811039206.04	811039197.79	961786699.45	961544993.20	12450122.35	11830370.70	12285534.11	11920168.88	12224143.29	12118298.35	12830284.38	13242884.05	14025645.23	14101800.07	15098464.11	15201230.23	15889174.46	15701904.22	16188598.83	16311391.82	4907312.25	4797270.01	5082110.88	5075790.72	5057842.94	4793439.72	5135212.55	5243628.55	5514733.84	5602714.66	5825999.87	5588494.91	5730325.21	5576834.03	5758303.93	5646098.31	5573646.85	5599720.89	5729342.08	5760708.80	5912594.69	5911922.02	6009104.64	6059468.80	276241969.89	178290774.90	178444738.24	147935927.23	96161358.05	73435961.61	289001692.10	10024336.71	10175710.08	10347169.99	10506433.09	10701079.22	10864405.47	10907387.49	11075848.70	11416900.80	11416900.80	11420227.20	11420227.20	11450411.20	11450411.20	11999267.20	11999267.20	12382296.00	12382296.00	12620318.40	13109485.07	33189745.87	33816600.91	33914905.55	34547060.43	34696364.75	15332447.47	15331475.31	15981325.07	15771195.36	16421060.80	16439385.12	14089274.08	14089904.64	14739777.92	14739599.84	15389528.00	15387641.92	16037515.20	16035768.00	16685625.60	17322280.46	17972145.90	18637746.40	19287690.24	19934121.76	20584159.68	34685167.36	42413524.66	8963754.94	0	
应付债券	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
租赁负债	193288351.03	259130667.51	202290586.81	195969213.23	198739958.90	201877864.97	200825940.91	205589103.94	206594282.24	207352971.30	210406510.41	204071950.91	205596356.47	205033172.97	206565239.05	224391050.29	227048276.43	221896771.89	215796687.72	208332136.76	209347758.45	195770981.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
长期应付职工薪酬	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
长期应付款(合计)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65015017.22	65515916.45	65705688.89	65805850.00	65966700.83	66216080.56	65956091.67	66406816.67	0	0	67000000.00	67050000.00	67950000.00	67950000.00	67950000.00	67950000.00	68300000.00	68300000.00	0	68300000.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
长期应付款	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65515916.45	0	65805850.00	0	66216080.56	0	66406816.67	0	0	0	67050000.00	0	67950000.00	67950000.00	67950000.00	68300000.00	68300000.00	68300000.00	68300000.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248754.80	0	0	248754.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8570110.55	9852433.45	10549373.43	10503033.10	15899960.70	17405825.71	21737104.10	25462994.76	20357015.05	0	
专项应付款	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
预计非流动负债	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500000.00	2500000.00	4000000.00	2500000.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
递延所得税负债	260212447.42	259611901.13	253791065.99	275978197.09	265306447.85	267058917.62	261983149.11	301438265.96	291455699.54	295101967.16	271163832.57	298838917.53	273893648.70	252887085.61	247173732.26	254662000.01	246485208.16	254354348.36	267097728.04	206468327.88	214456989.98	216590205.03	203257840.00	163878478.30	152109828.58	150876711.93	151759133.03	113831388.56	116313441.88	78135209.23	73493233.45	66073982.60	65115503.61	67845908.32	67143222.92	36283529.81	48635240.93	48925918.81	48925918.81	14566478.39	14525417.06	16295833.83	16295833.83	14068063.63	13791041.69	13692160.75	13299040.55	2694944.59	2694944.59	3029020.78	2694944.59	4043379.25	3816810.56	3652150.67	3375364.08	6340247.14	2520926.69	2579332.82	8480810.66	2964485.25	9723341.28	2706315.63	2687699.88	2636798.44	2630671.48	2607235.93	2697477.60	2262881.26	2262881.26	2262049.66	2262049.66	22407532.06	10633559.34	1568743.63	1568743.63	1700286.27	1304200.42	1520385.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
长期递延收益	65635031.05	67416455.96	70407983.45	63113521.49	65306524.02	67242360.23	69073746.83	72137960.23	74789893.04	70096997.83	70059508.53	246936021.15	250873041.07	256216129.72	262621205.74	273034059.11	288806645.08	286282874.11	292012303.20	287833037.64	287083643.90	289204420.82	289140618.06	278912722.23	68049735.16	64768145.20	66431735.86	67825070.82	69348963.64	71447599.20	71280953.69	72408978.16	72140687.85	73694629.74	74120410.78	48642529.05	49855296.37	50761850.66	51986672.16	52758584.60	54213403.80	54729607.47	56543030.47	62692625.36	31848704.49	32245293.33	33159350.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
其他非流动负债	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286226266.22	261726649.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33235423.89	34809657.37	35102011.04	54176431.20	69460642.14	72792554.07	73213042.02	72536064.10	45498018.10	10563685.25	10471060.80	49458472.79	12271538.43	9429889.59	9501544.39	9326768.89	3368061.39	3424217.87	3482877.86	3540382.86	1969337.46	2014053.78	2220755.75	1820755.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258637.55	258637.55	472032.55	258637.55	168175.00	153755.00	1933647.97	3867295.94	5800943.91	7734591.87	0	177793.00	14807634.17	0	
非流动负债合计	527900088.20	595094563.53	536298326.61	544984973.67	939954175.47	1146240096.34	1342258731.40	1389748428.63	1383879080.86	1383591134.08	1513416550.96	1711391882.79	742813168.59	725966759.00	728645711.16	764007278.29	774564272.96	839667309.93	853252919.79	781582075.22	790719887.56	784134108.17	576213002.73	527948522.43	591181821.09	493073410.57	234379467.72	264967851.20	257619717.77	222330078.44	217806298.02	211508751.48	210264034.40	214633977.78	214698846.25	158469687.41	172305271.14	105290484.13	106738590.84	72913557.90	74469146.07	76602275.33	78597168.23	82406787.30	51213393.03	51537174.97	52187733.39	41691077.28	43417196.65	44042953.84	62880480.43	79563490.19	352851334.52	255155967.59	254356166.42	200022947.27	109245969.99	86486355.23	347189730.35	25260360.39	29328940.95	22555030.01	22520901.86	16705939.05	16919294.82	16997501.28	17313709.16	15649119.52	15693835.84	15903032.61	15503032.61	33857943.26	22083970.54	13568010.83	13568010.83	14082582.27	13686496.42	14140703.62	13109485.07	33189745.87	33816600.91	33914905.55	34547060.43	34696364.75	15332447.47	15331475.31	15981325.07	15771195.36	16421060.80	16439385.12	14089274.08	14089904.64	14739777.92	14739599.84	15389528.00	15646279.47	16296152.75	16507800.55	16944263.15	26060566.01	27978334.35	33795525.01	36060515.99	42719684.59	46938981.68	57096391.37	68054312.43	44128404.16	0	
负债合计	19764514245.32	20673836094.10	17876611256.28	20190065896.47	17042450925.15	20521257939.50	15959779861.19	18054486833.16	15276711519.76	18962545816.67	15529083608.97	21366134921.78	15287264973.44	19168190794.60	14229511445.34	18764879759.96	12518689865.93	14028960927.59	10827651325.11	13591204128.34	10970169138.16	11589156360.36	10571162795.18	11966782137.66	13776209613.58	12582740748.44	11517949718.79	10569651704.08	10030541882.31	8785224428.07	8348692692.45	8205657413.81	7219364156.42	6899689810.52	7621737898.53	7833155835.83	7223869825.27	6857891533.19	6283171611.23	7542652438.20	4699733717.23	4732866249.59	5197899254.47	6018010648.79	5966938320.90	5116107477.43	5621594551.85	4378385837.26	3761958281.27	7222468731.12	4742773592.93	4319608801.31	3836795377.47	4464032197.39	4141012883.44	4456444061.97	2102254953.18	2408866726.83	6617800983.90	3396738803.50	3414609823.86	2208939332.31	2541890802.74	2286270840.65	2522312239.76	1903955701.91	2036194106.27	2118129024.19	2701155214.28	2524877018.02	1428734433.93	1434040901.14	1154388145.18	1250805072.15	1289893771.34	1367239328.24	1145090951.06	1070501434.98	1123174510.74	1228926279.82	1034015058.85	1068786851.33	1140699666.69	1175285336.78	1488444880.49	1357389640.96	938616399.31	915741020.93	1031325178.94	1245357595.03	918987042.00	811357453.36	848319956.99	918035736.56	754087267.54	592654410.52	547472507.31	715492937.85	584735467.58	842745227.21	642513910.10	390035262.15	405104869.61	301670595.98	397097723.85	801727377.08	783215995.39	523493563.35	0	
所有者权益
实收资本(或股本)	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3464661213.00	3319282190.00	3319282190.00	3319282190.00	3319282190.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3299558284.00	3300867672.00	3300867672.00	3300867672.00	3300867672.00	3300867672.00	2200578448.00	2200578448.00	2200578448.00	2200578448.00	2200578448.00	2200578448.00	2200578448.00	2200578448.00	1100289224.00	1100289224.00	1100289224.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	605994900.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	513555000.00	342370000.00	342370000.00	342370000.00	342370000.00	342370000.00	342370000.00	342370000.00	342370000.00	292370000.00	292370000.00	292370000.00	292370000.00	292370000.00	224900000.00	173000000.00	173000000.00	123000000.00	123000000.00	123000000.00	0	
资本公积	8065690433.74	8065690433.74	8062476799.20	8062476799.20	8062476799.20	8062476799.20	8062476799.20	8062476799.20	8062476799.20	8062645939.40	8062645939.40	8062645939.40	8062645939.40	8062645939.40	8062645939.40	8068423295.03	8068423295.23	8072210356.06	8072205204.61	8072421605.09	8072483577.86	8072401918.99	8072272036.07	8072325438.17	1250250999.49	1250212452.23	1250180577.63	1250793683.12	1927196011.32	1931020502.45	1924528015.79	1917973418.78	1909620367.57	1896385791.17	1885053364.53	1874861879.39	1863898824.60	1843125368.12	1831050450.76	1815309165.62	1790446608.90	1763014049.09	1730292819.63	1703605199.31	1668074329.56	2720236710.38	2672109867.17	2567087058.41	2478555543.45	2421897418.38	2365239293.45	2302755533.53	2248273869.59	3288206218.59	3227849343.59	3175395777.54	382292484.89	382292484.89	3676222601.91	416217598.32	445784034.86	397445446.40	647865991.69	508806773.00	508806773.00	508806773.00	508806773.00	509112485.06	509112485.06	509112485.06	509112485.06	509112485.06	509112485.06	509112485.06	509112485.06	508826990.50	508870617.13	601266890.50	601310517.13	601255752.96	601255752.96	601089811.45	600896891.63	599913240.05	598886521.69	598869291.84	598869291.84	598972978.03	598972978.03	768975241.70	768975241.70	767354012.39	767217221.75	767217221.75	767217221.75	767217221.75	767217221.75	231456632.81	231456632.81	231413209.01	231413209.01	231413209.01	298883209.01	316183209.01	316183209.01	65693247.34	0	0	0	
减：库存股	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
其他综合收益	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96405.00	-177390.00	-662797.50	541360.00	0	0	0	0	0	0	0	0	2129496.23	260317.45	-286580.23	85497.42	161803.33	0	-3121312.70	-2113731.94	-7887141.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
专项储备	0	0	0	9390317.37	9523506.26	9730787.01	10051908.94	9862065.81	10214322.94	10027246.23	9677306.78	9361818.98	9713987.22	9413700.34	9226263.26	0	89085.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111847.02	191629.22	160977.08	175939.83	406095.79	682084.99	860238.84	2230712.47	2178855.64	2049316.27	1729021.71	759872.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
盈余公积	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1831906631.94	1410033360.96	1410033360.96	1410033360.96	1410033360.96	1298487081.72	1288028651.76	1255804490.65	1255804490.65	688120216.03	688120216.03	688120216.03	688120216.03	1389678022.84	573382718.62	573382718.62	1174768135.56	614740475.01	609906616.16	614740475.01	614740475.01	466446865.15	466446865.15	466446865.15	466446865.15	399310147.34	399310147.34	399310147.34	399310147.34	349447433.19	349447433.19	349447433.19	349447433.19	292755405.75	307396069.87	292420911.36	291290309.57	245640091.05	245640091.05	245640091.05	245640091.05	189974341.28	189974341.28	189974341.28	189974341.28	145211420.45	145211420.45	145211420.45	145211420.45	105658669.94	105658669.94	105658669.94	105658669.94	76549679.94	76549679.94	76549679.94	76549679.94	49990959.91	50597893.00	27393155.50	27393155.50	11563488.74	11563488.74	1492912.26	49503658.75	34739897.35	0	
一般风险准备	195311792.19	195311792.19	195311792.19	144872456.98	144872456.98	144872456.98	144872456.98	139098727.44	139098727.44	139098727.44	139098727.44	115634056.43	115634056.43	115634056.43	115634056.43	110383906.78	110383906.78	110383906.78	110383906.78	109386472.28	109386472.28	109386472.28	109386472.28	64079524.71	64079524.71	64079524.71	64079524.71	40663724.48	24398234.69	24398234.69	24398234.69	708827.78	708827.78	708827.78	708827.78	15313.63	15313.63	15313.63	15313.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
